"","region","ubigeo","year","Cobre","Arsenico","Bismuto","Cadmio","Estaño","Magneso","Molibdeno","Oro","Plata","Plomo","Zinc","Hierro","GasNatural","LiquidoGasNatural","PetroleoCrudo","piatotalexpenditure","pimtotalexpenditure","TOTALDEV","expenditurefic2","collectrev","piacollected","pimcollected","totalrevenue","piatotalrevenue","pimtotalrevenue","canonminero","canonmineropia","canonmineropim"
"97","JUNIN","12","2015",3672473974.77182,0,0,0,0,0,467493454.837125,52899609.4202679,1038079537.08524,272573195.850323,2086753443.07296,0,0,0,0,949103295,1461481308,1372656908.68,0.939223051071167,37022533.85,30866266,38738500,269168898.97,39150691,263033571,3109942.52,4489570,3109943
"98","JUNIN","12","2016",3428486715.01623,0,0,0,0,0,210738874.370543,51805673.6272343,1120976532.98025,299346520.164314,2191860673.57508,0,0,0,0,970791871,1648185886,1480897497.78,0.898501515388489,34309850.3,32493196,41349284,419033075.49,39774233,419831067,5086850.68,2744265,5086851
"99","JUNIN","12","2017",3878942360.61937,0,0,0,0,0,420613513.860318,54242166.9844456,992325097.111135,251566002.456051,2067320813.12611,0,0,0,0,1179576582,1911058192,1747900386.00001,0.914624392986298,31554460.38,30488261,35828780,385236244.07,94555675,373050513,12478637.81,5586023,12478638
"100","JUNIN","12","2018",4046608944.68176,0,0,0,0,0,129155101.625982,50804083.0634828,888882056.114061,265649634.154537,2026217653.63096,0,0,0,0,1381939602,2002748594,1758446882.92001,0.878016769886017,35428535.48,33662232,34312872,282475094.23,54124812,334178554,27787799.99,5856674,27787800
"101","LA LIBERTAD","13","2009",37731793.0212631,0,0,0,0,0,0,3742425382.75972,102944565.96168,21464442.7876425,83691606.4763504,0,0,0,0,758766336,1036726276,900313671.589998,0.868419826030731,110737516.97,55400000,108127090,380230684.83,123405336,360810462,92516027.74,62889770,92515971
"102","LA LIBERTAD","13","2010",32262658.8503746,0,0,0,0,0,0,3414322783.12057,97098385.6562396,19479524.9229348,76608365.8669687,0,0,0,0,826752090,1165028246,959467533.839999,0.823557317256927,115262508.88,58229000,102804250,494454241.03,137640474,440484519,104837268.84,73248801,103129401
"103","LA LIBERTAD","13","2011",24938602.2355161,0,0,0,0,0,0,3335012438.12563,85467555.75618,15687216.4164882,59289030.8667071,0,0,0,0,866488178,1276457686,1004195494.03,0.786704897880554,110287989.88,57840000,95658325,533629182.7,168151913,391918411,113842763.23,90107408,90107408
"104","LA LIBERTAD","13","2012",22699342.7481942,0,0,0,0,0,0,3714103811.28683,89555407.0092013,12386611.5999751,50143761.2258848,0,0,0,0,896100412,1331477671,1099381670.79,0.825685381889343,117585323.39,61868800,86559150,593701188.11,162958374,363166025,136968272.34,93296756,93296756
"105","LA LIBERTAD","13","2013",32780521.439304,0,0,0,0,0,0,3382193746.80959,93369421.1731539,12400042.9359234,45647313.2515939,0,0,0,0,1034471261,1434221395,1351818695.68,0.942545354366302,119458578.62,68388000,78352615,612461631.43,189910673,387517227,108193843.98,105081229,105081229
"106","LA LIBERTAD","13","2014",34543419.5207814,0,0,0,0,0,0,3281587171.24638,86230333.1630569,9525153.07185868,32432099.5694341,0,0,0,0,1133290853,1514719376,1373042668.8,0.906466722488403,152564445.64,70058236,98451847,546163864.32,186172606,362859420,73077395.33,112951991,58553674
"107","LA LIBERTAD","13","2015",23816265.8929583,0,0,0,0,0,0,3360506824.88666,81825420.7679104,6699900.75368982,20981999.8268257,0,0,0,0,1370398392,1952274598,1782022308.75,0.912792861461639,168440046.7,66353435,113652316,888854567.779999,371068894,733149623,56861730.77,47488417,26981564
"108","LA LIBERTAD","13","2016",27495435.9934009,0,0,0,0,0,0,3117994045.83362,79477210.5208397,6619312.73800001,14365848.6665548,0,0,0,0,1319794826,2091036556,1912890538.36,0.914804935455322,169579378.06,67595193,125754465,904790618.469999,284400883,797838853,49947843.81,56305609,55987901
"109","LA LIBERTAD","13","2017",23657478.7576768,0,0,0,0,0,0,3054623908.10861,70730441.9961818,3402215.79281765,11017899.596861,0,0,0,0,1620675370,2246472259,1761050092.8,0.783918023109436,149881857.99,72579395,125478849,585920507.22,439404757,767671660,50196639.33,49892592,49892592
"110","LA LIBERTAD","13","2018",0,0,0,0,0,0,0,2501362329.04227,54088418.7920763,0,0,0,0,0,0,2015481120,2566030316,1855924795.9,0.723266899585724,146537269.25,143590395,146763926,558940252.07,644990128,961785472,51013368.52,40696765,63766765
"111","LIMA","15","2009",655155720.171411,0,0,0,0,0,0,41228593.134851,323449275.77821,241839379.344967,786437651.03597,0,0,0,0,561796207,739590357,604907958.53,0.817895948886871,26561432.44,27291000,32309163,186011810.82,93877207,207788541,19670857.26,39526331,39526331
"112","LIMA","15","2010",637077443.939761,0,0,0,0,0,0,40610590.4465787,332230242.156609,283523822.446086,1335521235.21052,0,0,0,0,593439279,748395945,652562833.86,0.871948659420013,25369219.03,26356568,29660844,227813413.45,56321647,168971129,25022072.93,8795930,8795930
"113","LIMA","15","2011",710364924.469225,0,0,0,0,0,0,54235063.50527,391670434.364902,260807345.55961,1699873790.36814,0,0,0,0,596385809,727767834,660698524.639998,0.907842457294464,28248689.77,26019264,30156938,267772069.17,76265911,135599026,33289915.99,14633353,14633353
"114","LIMA","15","2012",596195169.802572,0,0,0,0,0,0,96784903.766772,312566349.125593,236258951.244012,1249087614.30044,0,0,0,0,630214819,859882470,808919229.630002,0.940732300281525,31485876.99,25596224,30896323,327748664.49,85979836,134796088,56814275.08,23112214,23112214
"115","LIMA","15","2013",557230972.083613,0,0,0,0,0,0,92153435.344318,326695910.681014,272930002.209645,1263434238.24882,0,0,0,0,763322253,960964165,930481418.990002,0.968279004096985,31413590.44,28480129,33190740,343241048.77,108250382,194186600,23369831.75,29539053,29539053
"116","LIMA","15","2014",568304570.370232,0,0,0,0,0,0,34608150.543245,874272961.82885,408656571.822875,1512114512.22457,0,0,0,0,824423856,1062845429,1043441907.44,0.981743812561035,31591999.18,30282507,26992940,237201826.18,95651752,165430713,7301612.57,21278925,10076631
"117","LIMA","15","2015",553560823.979493,0,0,0,0,0,0,30786478.7468029,905115484.887216,408597590.738928,1436824107.59283,0,0,0,0,845057374,1070067832,1021378813.47,0.954499125480652,31161347.37,26330672,27222283,218688646.21,73007354,138361562,12221240.26,7672727,7397756
"118","LIMA","15","2016",513523008.698119,0,0,0,0,0,0,32207174.5819115,1005299559.41341,351026797.06661,983458971.182631,0,0,0,0,831715752,1078504646,1054859633.4,0.978076100349426,36664639.88,25355487,30748804,241161039.17,63291201,173876939,7881395.66,8245415,8245415
"119","LIMA","15","2017",568826041.75769,0,0,0,0,0,0,36703676.9000301,1009099335.06577,311964968.302179,974340046.525981,0,0,0,0,902841592,1414942105,1261532057.57001,0.891578555107117,36713180.79,24830792,32604715,291561319.49,59478311,209543537,14471793.66,6802390,6802390
"120","LIMA","15","2018",598324360.934755,0,0,0,0,0,0,46478064.2455772,830424575.464961,295195653.38516,1030312457.49336,0,0,0,0,1059624909,1415322264,1277377360.64,0.902534604072571,38630159.43,30288593,30417286,366802531.64,108309216,320592839,18607479.39,8732091,8732091
"121","LORETO","16","2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255744521.11835,615087372,840360322,732654427.26,0.871833682060242,25464172.29,19741160,28121090,329890088.35,158160372,344090683,NA,NA,NA
"122","LORETO","16","2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285249027.81668,833312385,1047209315,910742521.130001,0.869685292243958,21842086.66,23449693,28554070,457096442.65,290326760,489543592,NA,NA,NA
"123","LORETO","16","2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078283424.08723,791914259,1132616909,1000576381.88,0.883419930934906,77518407.3,30900352,35410172,469808935.32,256080524,434382409,NA,NA,NA
"124","LORETO","16","2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890994387.72019,842974123,1285549594,1177784642.23,0.916172087192535,91923336.6600001,85720439,101463408,458945923.47,293498675,457050996,NA,NA,NA
"125","LORETO","16","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847421774.27317,1032695298,1331129701,1211519268.06,0.910143673419952,54980841.02,26249000,67408633,394751846.93,272176246,418375166,NA,NA,NA
"126","LORETO","16","2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070640778.399,1077923976,1385339294,1304110230.01,0.941365242004395,22906885.02,31660383,53389585,399205263.34,270031706,418280437,NA,NA,NA
"127","LORETO","16","2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410776818.54592,1102725226,1308791612,1234630464.37,0.943336188793182,20033058.49,29691599,33726608,247476557.19,247489264,264545800,NA,NA,NA
"128","LORETO","16","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,446651385.726808,984998466,1488454152,1328418448.98,0.892481923103333,21800502.41,21032499,27465797,205317855.23,110191816,251538335,NA,NA,NA
"129","LORETO","16","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,721585017.18545,1118317595,1748268782,1619423134.78,0.926301002502441,22348719.32,19864184,25228469,269896510.07,75634569,307282094,NA,NA,NA
"130","LORETO","16","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017319910.01768,1303262347,1771698015,1714354209.42,0.967633426189423,22115026.58,23257774,26008928,343673800.43,83972332,339831508,NA,NA,NA
"131","MADRE DE DIOS","17","2009",0,0,0,0,0,0,0,1232311567.37318,0,0,0,0,0,0,0,137723880,277122399,184245518.57,0.664852499961853,7129454.81,4760000,7644218,71211471.38,29189880,130007903,10974.11,9560,9560
"132","MADRE DE DIOS","17","2010",0,0,0,0,0,0,0,1357105489.52912,0,0,0,0,0,0,0,170062496,282414810,251580745.96,0.89081996679306,10083078.07,5432011,11012018,104443809.64,24319934,115262848,314144.3,7666,14145
"133","MADRE DE DIOS","17","2011",0,0,0,0,0,0,0,1607829890.50908,0,0,0,0,0,0,0,187276117,262528359,213842845.53,0.814551413059235,10881339.94,7854801,12273483,44059744.19,38553807,61197525,30030.34,3682,3682
"134","MADRE DE DIOS","17","2012",0,0,0,0,0,0,0,871710550.505922,0,0,0,0,0,0,0,161378658,282346107,245735288.28,0.870333552360535,12265321.68,7762157,10492441,25182487.67,7926759,23325659,142104.46,24894,24894
"135","MADRE DE DIOS","17","2013",0,0,0,0,0,0,0,1141941105.30192,0,0,0,0,0,0,0,221122574,291340942,281112079.93,0.964890420436859,19404810.02,8527016,12949540,27670440.98,8779113,20856557,334198.1,144858,479056
"136","MADRE DE DIOS","17","2014",0,0,0,0,0,0,0,570530136.942079,0,0,0,0,0,0,0,238303539,327890735,274077022.2,0.835879147052765,11178391.36,9680289,11926807,24308468.23,10025737,24810683,157812.65,298293,261345
"137","MADRE DE DIOS","17","2015",0,0,0,0,0,0,0,904315519.921664,0,0,0,0,0,0,0,242089097,336869673,291822712.34,0.866277754306793,9126156.18,9579871,11873894,31115407.64,9772897,33344484,0,145871,143712
"138","MADRE DE DIOS","17","2016",0,0,0,0,0,0,0,1248045773.74701,0,0,0,0,0,0,0,228884292,349503315,307753592.18,0.880545556545258,11842298.41,8850453,13861780,59765552.23,8916415,63030034,116574.75,18807,137806
"139","MADRE DE DIOS","17","2017",0,0,0,0,0,0,0,907895673.426138,0,0,0,0,0,0,0,246927286,365128467,330711071.27,0.905738949775696,11460410.79,8865888,11793254,36730717.52,9033768,42213522,176914.09,120618,120618
"140","MADRE DE DIOS","17","2018",0,0,0,0,0,0,0,722168106.902393,0,0,0,0,0,0,0,282238702,445334356,369845151.35,0.830488681793213,12768409.77,12150198,15819206,91207474.06,22112613,126562902,292515.14,120618,120618
"141","MOQUEGUA","18","2009",3568661471.88376,0,0,0,0,0,1016551477.19924,388879967.465096,181855287.128346,0,0,0,0,0,0,198309225,450176034,345767848.99,0.768072545528412,6951411.31,5146268,7785621,351591468.84,76552720,316903916,100403805.8,56182783,56182783
"142","MOQUEGUA","18","2010",3150288045.20454,0,0,0,0,0,1010002497.32497,470761771.921579,180804815.509509,0,0,0,0,0,0,180674111,415620999,328172652.11,0.78959596157074,8120958.51,6089903,9363450,246142826.99,49312216,276863663,59187127.24,37181245,55902586
"143","MOQUEGUA","18","2011",2744473237.40667,0,0,0,0,0,535287879.928532,450609201.500564,147909404.190101,0,0,0,0,0,0,235186473,355062052,281823161.59,0.793729305267334,8334308.88,7070348,9559456,213890110.47,80614087,172988965,104636199.72,53349348,79477751
"144","MOQUEGUA","18","2012",3025100628.62847,0,0,0,0,0,549346100.655703,404251896.400971,144042758.385074,0,0,0,0,0,0,264049076,412680568,330524952.27,0.800922036170959,12205655.99,7881321,13699818,196324759.4,103694980,213162227,73412362.7,84262442,91759775
"145","MOQUEGUA","18","2013",3118296046.24385,0,0,0,0,0,601661118.771565,360792810.804999,148225321.166116,0,0,0,0,0,0,292553374,521948471,441748278.05,0.846344590187073,13180514.37,9401600,15049507,150536142.83,96592797,170543374,53812012.53,64061000,64061000
"146","MOQUEGUA","18","2014",3304594857.11212,0,0,0,0,0,768477655.979488,252969100.399434,150756470.86127,0,0,0,0,0,0,319998554,569646659,521030585.810001,0.914655745029449,12858141.81,10178944,15754794,136050855.01,78121478,136630101,51324470.71,55139539,49524054
"147","MOQUEGUA","18","2015",3304169018.88568,0,0,0,0,0,853595189.125415,113030560.641239,124671771.878299,0,0,0,0,0,0,305053756,418915855,372616617.37,0.889478445053101,32046667.71,9581393,14468103,117294265.39,52685567,99826963,48308877.5,34223895,47973010
"148","MOQUEGUA","18","2016",3156226323.18421,0,0,0,0,0,753958509.982575,64286486.5386632,114766852.990866,0,0,0,0,0,0,308062474,514060477,454880872.13,0.884878098964691,32769878.13,9345059,28145023,169118674.05,52399239,181186704,37970654.17,37086310,37209276
"149","MOQUEGUA","18","2017",2907221029.07387,0,0,0,0,0,719504346.069265,43949225.6590839,121817585.951333,0,0,0,0,0,0,315194416,644810181,562431961.21,0.872244238853455,27263665.78,10440634,25651459,178663034.36,38036426,156340780,19088254.61,22481478,22481478
"150","MOQUEGUA","18","2018",2937462760.74794,0,0,0,0,0,595131344.116869,32803866.8326571,109485255.096082,0,0,0,0,0,0,373835301,567707302,473341353.05,0.833777129650116,22103733.55,17122434,24409925,146852556.94,52983844,164797726,32735225.19,17946411,36028633
"151","PASCO","19","2009",380538782.899875,0,0,0,0,0,0,153186528.420583,1241428365.98457,745850260.80499,3024323011.96025,0,0,0,0,261100705,464055574,329103815.18,0.709190547466278,6680963.11,4361000,7476738,204571253.68,111354230,261302409,39419782.33,90560588,90560588
"152","PASCO","19","2010",527272531.094084,0,0,0,0,0,0,99569467.6035848,1057419249.71834,551248306.019072,2698053911.49035,0,0,0,0,185875197,370754716,252757291.92,0.681737244129181,4893129.17,4361000,5405667,144063259.79,22081862,195982592,38432592.15,9769237,37519092
"153","PASCO","19","2011",637079248.339025,0,0,0,0,0,0,106928672.029447,1143815105.57868,485181316.40276,2316233207.77323,0,0,0,0,229990417,432980751,311978721.42,0.720537185668945,6185612.07,4361000,6921647,171752056.44,47652664,186635755,46095270.56,29056434,44561587
"154","PASCO","19","2012",646579410.466946,0,0,0,0,0,0,76291366.3453307,1239303013.86987,537029193.018846,2317089775.77213,0,0,0,0,245460829,502738238,388637864.93,0.77304220199585,9214693.64,4535458,9524854,158754504.14,54661344,172294279,39937918.42,41749324,41749324
"155","PASCO","19","2013",721191320.056599,0,0,0,0,0,0,64272279.5803121,1233527263.345,525508026.630844,2030239891.89015,0,0,0,0,312056151,594118194,506149050.530001,0.851933240890503,9196439.19,4535458,9638310,89760094.7600001,55275839,104801034,24576968.51,39663414,39663414
"156","PASCO","19","2014",1051732003.73472,0,0,0,0,0,0,74195839.9885456,772705717.604854,426982753.76764,1769693694.63781,0,0,0,0,322998744,486369131,419921990.69,0.863381266593933,7125801.88,4592342,7647751,51714710,31117545,48108537,17250945.56,16530145,12484505
"157","PASCO","19","2015",846196492.306949,0,0,0,0,0,0,77527371.7218752,857490841.841015,552017395.994894,1931232593.26384,0,0,0,0,334172916,536459290,481948928.690001,0.898388624191284,6111358.24,4902691,7719921,72064554.27,25733296,76729526,9409730.3,10700945,6475663
"158","PASCO","19","2016",1118590409.68454,0,0,0,0,0,0,88892938.4027438,812122621.493924,510483033.47372,1931201976.12007,0,0,0,0,335806557,631218838,567385677.68,0.898873150348663,6306388.07,4730327,5204854,130630113.04,16158159,130279135,2991906.55,7510892,6676345
"159","PASCO","19","2017",1049151712.78639,0,0,0,0,0,0,131094708.184644,816576224.513543,554109764.547188,1725280323.48273,0,0,0,0,370480515,718533204,567220008.670001,0.789413750171661,6477722.55,4708903,6906416,147184267.69,11131505,164839155,8861502.22,2573585,9362122
"160","PASCO","19","2018",1064913140.36234,0,0,0,0,0,0,127805797.326368,820254464.299071,541000780.661646,1677488386.11418,0,0,0,0,429339998,816301886,594034122.059999,0.727713763713837,6571073.19,7461244,6531332,193574420.8,22157961,301566668,14963362.34,850298,6126211
"161","PIURA","20","2009",0,0,0,0,0,0,0,0,0,0,0,0,67309877.6093029,36258922.1766259,2795935764.59409,723265947,1080405075,863579284.2,0.799310624599457,42369223.88,31520000,47092267,273594557.23,107078038,287404440,8445.66,2282,2282
"162","PIURA","20","2010",0,0,0,0,0,0,0,0,0,0,0,0,74078277.9669379,78189279.1399247,2784435692.26842,753956218,1126955926,1031706716.73,0.915480971336365,35628020.35,29500000,40562915,295108284.59,88476903,324521406,4962.86,5912,5912
"163","PIURA","20","2011",0,0,0,0,0,0,0,0,0,0,0,0,80321600.8566907,77586284.3271696,2788207727.34974,846016108,1143756180,965570231.030001,0.844209849834442,33828970.85,26795792,36688107,239253644.09,125185152,224314034,32007.17,2162,2162
"164","PIURA","20","2012",0,0,0,0,0,0,0,0,0,0,0,0,73348586.2343061,83011988.4665612,2806757166.73737,933172351,1351093573,1210549013.44,0.895977199077606,34420745.62,31910822,42276260,375388213.89,138240967,361017230,36400.93,27931,27931
"165","PIURA","20","2013",0,0,0,0,0,0,0,0,0,0,0,0,61536868.7832619,85509803.9131821,2604502905.2066,1109873954,1479204850,1386603946.93,0.937398195266724,41490484.25,36516900,44323771,459558653.14,230925939,445083577,1241205.68,40446,40446
"166","PIURA","20","2014",0,0,0,0,0,0,0,0,0,0,0,0,88046817.925516,83225954.3678614,2638556692.69425,1178825115,1494531017,1422837611.57,0.952029526233673,47627432.94,38642786,53139728,357920436.68,218778497,289794188,828087.05,1135965,1135965
"167","PIURA","20","2015",0,0,0,0,0,0,0,0,0,0,0,0,107065357.436201,83964573.9387383,2354644778.02463,1223545512,1629964126,1481863427.18,0.909138679504395,48288542.53,42271705,53667165,406707320.43,224325868,403393615,370.3,827890,1514
"168","PIURA","20","2016",0,0,0,0,0,0,0,51997467.564974,0,0,0,0,110979568.309763,76686521.1292084,2175346241.3096,1190004524,1763772113,1565279683.6,0.887461423873901,47950246.33,41094614,57288512,408826350.09,148856066,423280250,6324601.66,341,341
"169","PIURA","20","2017",0,0,0,0,0,0,0,19570085.1286207,0,0,0,0,104325890.044534,66862827.3004568,2109851526.25351,1394840412,2303456112,1773829672.53,0.770073115825653,52773069.88,40651576,54518865,680054291.79,179620687,656507526,1040964.91,938028,1978993
"170","PIURA","20","2018",0,0,0,0,0,0,0,55499482.7985166,0,0,0,0,110940423.514941,66744155.6371001,2279196774.50747,1604611511,2915572511,2294462743.38999,0.786968171596527,70287793.87,46935122,55964856,1057751089.95,180264462,1282851735,139516,923774,923774
"171","PUNO","21","2009",8034989.9250961,0,0,0,510985284.381664,0,0,237412481.004995,61144236.9352558,12190397.3009043,14531038.8375818,0,0,0,0,702922689,976388546,907895559.030002,0.929850697517395,19431713.69,13796000,23006096,256960649.64,67855689,263814863,61492184.36,47325487,61492185
"172","PUNO","21","2010",380728.244822654,0,0,0,461187429.903359,0,0,199082107.373765,57437011.6082661,12752761.4973484,17313638.7874676,0,0,0,0,727976034,1041428502,868590278.429998,0.834037363529205,18934149.01,13276700,20874100,254833109.34,66836138,337822641,44845653.57,45892967,45892967
"173","PUNO","21","2011",37199495.2382172,0,0,0,393524043.305114,0,0,213651343.162804,31080382.4797436,10389430.3415755,17601297.5335663,0,0,0,0,780188046,1202834295,890456491.22,0.740298569202423,20680688.14,14238460,22460758,262806761.95,59931060,350538737,75826641.66,37878322,75826642
"174","PUNO","21","2012",39247488.4034955,0,0,0,355687865.648113,0,0,275536853.740133,21247673.1868285,9823562.31836225,17122103.6322682,0,0,0,0,858691731,1300825979,1053050487.98,0.809524476528168,25215115.39,14125360,29674914,307662479.79,103151035,407623606,59887944.42,74855099,74855099
"175","PUNO","21","2013",53098057.158276,0,0,0,322481574.975824,0,0,319869667.274697,21021001.1674183,9158419.20335722,18736267.9327777,0,0,0,0,947702268,1393783574,1273974276.58001,0.914040267467499,29544486.3,13359500,31104912,256673056.12,85523860,268454989,42948831.58,56726037,56726037
"176","PUNO","21","2014",55387839.8250056,0,0,0,314817327.097952,0,0,356750931.154115,16534852.9784393,8944685.77044077,15469489.8953989,0,0,0,0,1033347506,1410423533,1305251468.3,0.92543226480484,40744024.37,14854228,42207392,188856577.16,64022390,195109066,34962266.37,39307225,37681952
"177","PUNO","21","2015",52923030.4296134,0,0,0,265839717.459199,0,0,343417700.741621,8321647.24989183,15855984.0725343,18687850.1240284,0,0,0,0,1070196608,1421452884,1311790595.66,0.922851979732513,37818929.04,17043600,39120086,160720419.7,55906221,170266159,28388237.93,29417088,27408238
"178","PUNO","21","2016",67073129.4623113,0,0,0,256006317.115269,0,0,733348983.124697,3120140.98283014,7783167.19647676,8250964.23215883,0,0,0,0,1093987549,1517527326,1395215112.06001,0.919400334358215,36564456.33,17717089,38726337,196226803.35,41853887,200211067,17819900.38,19236466,17363093
"179","PUNO","21","2017",71041003.4450839,0,0,0,242400063.015993,0,0,756619980.903776,1734937.21194161,9623844.19252229,3493202.4959416,0,0,0,0,1243798673,1837605749,1641526650.52,0.893296420574188,39535839.04,18623544,41697615,277004030.11,53322009,308153054,18283657.18,14890317,18664460
"180","PUNO","21","2018",63845059.1780093,0,0,0,253448842.756733,0,0,714610005.059615,2262270.6592292,2501732.31315325,2000082.71730533,0,0,0,0,1445061700,1960495755,1789937638.41001,0.913002550601959,36583352.41,21298696,38267488,358085914.239999,58357743,385661818,18353147.22,14014920,18353148
"181","TACNA","23","2009",2922354525.70576,0,0,0,0,0,691023005.443044,6769615.65429238,70676030.5411579,0,0,0,0,0,0,368361000,726760685,460634054.59,0.633818089962006,37873327.59,23627000,43143447,460321261.11,190663000,535074884,76811495.62,126607806,126607806
"182","TACNA","23","2010",3002453613.45895,0,0,0,0,0,927304821.845194,6655959.98748369,71230696.8455253,0,0,0,0,0,0,245804443,534556206,342383122.27,0.640499770641327,38823543.86,20769940,40519063,287493827.56,52045172,329290463,40701411.15,28427477,49801654
"183","TACNA","23","2011",2746566340.55357,0,0,0,0,0,1029899104.80222,6187130.36189786,67512156.9870002,0,0,0,0,0,0,279355839,513453059,305894594.3,0.595759630203247,44257224.28,18941246,43442300,278889034.57,72686631,269621903,87525402.05,42900240,42900240
"184","TACNA","23","2012",2695395381.80984,0,0,0,0,0,858185236.603275,5221057.19402403,66808876.2178596,0,0,0,0,0,0,326444495,634449729,448513417.2,0.706932961940765,57985707.96,21121300,57283044,328939568.05,109216181,360512737,67309483.92,74223142,74223142
"185","TACNA","23","2013",2456424352.00974,0,0,0,0,0,895366541.6959,47884553.1223347,55498031.4399849,0,0,0,0,0,0,362984808,580798009,504039293.55,0.867839217185974,55865032.02,30353258,40618416,284011535.83,110685250,272607981,49952867.2,65260433,65260433
"186","TACNA","23","2014",2469778710.96676,0,0,0,0,0,1171479983.4917,239699801.299519,58984559.8372516,0,0,0,0,0,0,341318448,491790765,452820953.07,0.920759379863739,51330341.12,33102508,50782367,182855274.85,86744543,186004299,46992668.29,46111729,49184408
"187","TACNA","23","2015",2523466806.68455,0,0,0,0,0,1521783188.49659,267552543.146823,67918463.08573,0,0,0,0,0,0,344511600,455321374,409174578.01,0.898650050163269,44321843.87,27970810,49766821,131136517.97,70010865,128410786,40914262.65,33647003,39982575
"188","TACNA","23","2016",2489002780.73141,0,0,0,0,0,1214614906.65184,238506416.798028,66105595.4487191,0,0,0,0,0,0,353939430,534799654,420388232.2,0.786066770553589,42156918.24,29211332,46395460,195731393.84,67074741,191116862,38968415.13,31771818,31725510
"189","TACNA","23","2017",2617010473.35799,0,0,0,0,0,803565592.138696,225215807.260588,74784476.784165,0,0,0,0,0,0,430744009,656165459,549479129.989999,0.837409436702728,34688187.95,28613522,41643129,237742989.93,118668686,174957254,18943135.94,22799494,22799494
"190","TACNA","23","2018",3032163047.34996,0,0,0,0,0,798783492.465109,237320135.775713,89418742.7238026,0,0,0,0,0,0,420614481,708509380,561681968.659999,0.792765736579895,37730356.37,32753332,35034731,249502556.38,64156972,252784512,36913871.62,19943136,33338616
"191","TUMBES","23","2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,207072900.957931,181987131,295283660,243535093.98,0.824749648571014,23018910.82,7320000,26519436,107227216.72,26534626,118600831,NA,NA,NA
"192","TUMBES","23","2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,311658896.822082,233660121,377296042,284954540.08,0.755254507064819,17267274.94,7320000,19139743,122824294.88,30020509,160325571,NA,NA,NA
"193","TUMBES","23","2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,282721909.301976,241069956,406638568,314285922.06,0.772887647151947,6335134.46,7425000,8047772,105155758.45,52377094,108957293,NA,NA,NA
"194","TUMBES","23","2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,250410434.087731,245883436,469857667,448585242.86,0.954725801944733,6758913.78,7300000,8347643,114857516.1,51469544,126191925,NA,NA,NA
"195","TUMBES","23","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,203722550.069443,331592383,419411799,371365892,0.885444521903992,5225366.27,7800000,9254407,81310070.04,87709299,126770698,NA,NA,NA
"196","TUMBES","23","2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,369157027.31717,345157410,437441935,415208347.32,0.949173629283905,7443086.55,8750028,10714549,98326200.82,67802891,103839148,NA,NA,NA
"197","TUMBES","23","2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,289865592.453239,345876385,411143976,353426096.599999,0.85961639881134,6173568.96,11880290,12544654,94825764.59,53696502,90102449,NA,NA,NA
"198","TUMBES","23","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,207953184.458116,331891642,448318116,402237497.15,0.897214472293854,6799734.44,10209133,10488910,83156481.31,55762736,87976285,NA,NA,NA
"199","TUMBES","23","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,173460472.20217,341349651,481004397,444574671.24,0.92426323890686,9286685.96,8914854,9114905,86802706.57,40109859,80195721,9292.25,0,0
"200","TUMBES","23","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,118114371.185643,387075684,500624207,459753461.150001,0.918360412120819,8863182.71,9156455,10755790,102782992.27,57032493,117489111,5678.7,0,0
"201","UCAYALI","24","2009",0,0,0,0,0,0,0,0,0,0,0,0,83098011.7626676,173664825.970628,0,315278048,517212473,424325704.12,0.820408880710602,10072799.17,11722000,12426078,261734710.54,81564048,249810510,NA,NA,NA
"202","UCAYALI","24","2010",0,0,0,0,0,0,0,0,0,0,0,0,65429237.1888844,163118038.036732,0,324420641,451371817,397670442.68,0.881026327610016,11134466.6,11065750,11781136,206197998.03,71778054,201736752,NA,NA,NA
"203","UCAYALI","24","2011",0,0,0,0,0,0,0,0,0,0,0,0,43024322.4245901,160314888.430708,0,348843116,450826817,418814273.94,0.928991496562958,17730666.03,11209324,14229357,178354887.82,92185169,151982958,NA,NA,NA
